,filename,confidence,coverage
0,bf9bd91e1,0.9809980988502502,72.73970037453184
1,a63364c39,0.9966303110122681,35.272135416666664
2,76024f2ed,0.9944305419921875,52.81333333333333
3,7c9e666a7,0.9949418902397156,75.62172284644195
4,7d1d7a4f6,0.9984905123710632,20.007022471910112
5,1de8d0099,0.5396773219108582,8.90234375
6,f4c27e753,0.9979168772697449,47.03666666666667
7,8bcb0a0e6,0.9939595460891724,60.375
8,21c955172,0.9020591974258423,50.46527777777777
9,0a38a1059,0.9987762570381165,65.13043478260869
10,484346fbc,0.9985812902450562,60.95785440613027
11,90f1b0525,0.845328688621521,42.4275092936803
12,4ce0b81f5,0.0,0.0
13,f7c487e58,0.9367364048957825,44.879999999999995
14,36b7411f9,0.9903804063796997,70.83333333333334
15,c879064dc,0.858417272567749,6.470588235294119
16,80bee180a,0.571700930595398,1.5
17,5ebe00ac2,0.992295503616333,46.585
18,3285d041f,0.5254518389701843,0.43750000000000006
19,4374d6f52,0.9930040836334229,30.062499999999996
20,0f9f0dd0e,0.9976487755775452,66.27536231884058
21,22e507b33,0.6037095189094543,6.5129449838187705
22,5c28a8cec,0.9988623261451721,57.53305785123967
23,9ef475fbe,0.7733291387557983,52.325
24,68e46ed0e,0.9956542253494263,50.128205128205124
25,3cf06742b,0.0,0.0
26,969b9bb00,0.7092165946960449,57.19063545150501
27,7b8ea11de,0.9650036692619324,58.40449438202248
28,311ad9ac5,0.8339133858680725,56.32333333333334
29,bb9a64e6f,0.9956958293914795,57.657303370786515
30,5dddf96e8,0.998645544052124,47.961816305469554
31,73013560f,0.9871383905410767,43.75
32,4a56df934,0.7253248691558838,32.74628252788104
33,7d6298b6e,0.9040859937667847,63.477777777777774
34,0ede86b28,0.9968453645706177,81.37052341597796
35,c92b59557,0.9902594685554504,71.5
36,165e76ebb,0.7724912166595459,26.009114583333332
37,5e10e3f87,0.9971100687980652,31.38310185185185
38,3501d8f4f,0.900119960308075,65.86714285714285
39,e7cecd5d2,0.9954807758331299,74.26086956521739
40,9d4f21d40,0.9830987453460693,32.7109375
41,8368a0a44,0.6890965104103088,83.16438802083333
42,ca39efaf2,0.9786357879638672,61.1328485687904
43,d7331834d,0.9951261281967163,46.2
44,a83d95ead,0.9879353642463684,29.92389298892989
45,09a41530d,0.9635577201843262,27.958333333333336
46,dabe9ac5c,0.9821409583091736,81.26041666666667
47,ad937498b,0.9767934679985046,79.8525
48,88cc9be30,0.998619794845581,64.1925
49,b0278d962,0.9941652417182922,42.912109375
50,e99eda1f6,0.9940041303634644,48.30373957492601
51,446748891,0.9989578723907471,25.743634259259256
52,9cda44cdf,0.0,0.0
53,13966b6a8,0.9899706244468689,58.463178294573645
54,98e211da3,0.9824029207229614,73.18363844393593
55,aac68c707,0.9646627306938171,72.03583333333333
56,18c7d13d3,0.9982578754425049,26.5
57,91e1bffc5,0.9800268411636353,63.095703125
58,5d9a6398d,0.9792175889015198,28.962962962962962
59,231fe619a,0.9981518983840942,69.07678032938993
60,4eba3b5c0,0.9864925742149353,23.32175925925926
61,495528ba4,0.9727352857589722,72.59375
62,326355730,0.963304340839386,77.6029900332226
63,d0101e748,0.9936315417289734,66.67558528428094
64,89f229ee8,0.9900571703910828,32.3125
65,1bbf00182,0.8985285758972168,50.641025641025635
66,fb217af6b,0.9935053586959839,52.02546296296296
67,283ce4b9b,0.8028295636177063,28.76127819548872
68,564356241,0.7464866042137146,16.2021484375
69,6e3457b81,0.9855896830558777,18.946666666666665
70,9922b4f91,0.5808781385421753,4.373333333333333
71,e9dec895b,0.996514618396759,78.184350132626
72,40276ec6a,0.9884323477745056,55.71161048689138
73,d470889c4,0.9950084686279297,25.362149532710283
